Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid
Lonicera tatarica,Lonicera tatarica,,1,Accepted,Lonicera tatarica,L.,Caprifoliaceae,tpl;usda;tropicos, ,
Lysimachia ciliata,Lysimachia ciliata,,1,Accepted,Lysimachia ciliata,L.,Primulaceae,tpl;usda;tropicos, ,
Lythrum alatum,Lythrum alatum,,1,Accepted,Lythrum alatum,Pursh,Lythraceae,tpl;usda;tropicos, ,
Maianthemum racemosum,Maianthemum racemosum,,1,Accepted,Maianthemum racemosum,(L.) Link,Asparagaceae,tpl;usda;tropicos, ,
MAIRAC,Marah,,0.6,Accepted,Marah,,Cucurbitaceae,tpl;usda, ,
Malus sieboldii,Malus sieboldii,,1,Accepted,Malus sieboldii,(Regel) Rehder,Rosaceae,tpl;tropicos, ,
Malus sp.,Malus,,0.9,Accepted,Malus,,Rosaceae,tpl;usda, ,
Menispermum canadense,Menispermum canadense,,1,Accepted,Menispermum canadense,L.,Menispermaceae,tpl;usda;tropicos, ,
Menispermum sp.,Menispermum,,0.9,Accepted,Menispermum,,Menispermaceae,tpl, ,
Mertensia virginica,Mertensia virginica,,1,Accepted,Mertensia virginica,(L.) Pers. ex Link,Boraginaceae,tpl;usda;tropicos, ,
Monarda fistulosa,Monarda fistulosa,,1,Accepted,Monarda fistulosa,L.,Lamiaceae,tpl;usda;tropicos, ,
Morus alba,Morus alba,,1,Accepted,Morus alba,L.,Moraceae,tpl;usda;tropicos, ,
Morus sp.,Morus,,0.9,Accepted,Morus,,Moraceae,tpl, ,
No data,No suitable matches found.,,0,,,,,, ,
No trees,No suitable matches found.,,0,,,,,, ,
No Trees,No suitable matches found.,,0,,,,,, ,
Onoclea sensibilis,Onoclea sensibilis,,1,Accepted,Onoclea sensibilis,L.,Onocleaceae,tpl;usda;tropicos, ,
Osm. Sp.,Osa,,0.5,Accepted,Osa,,Rubiaceae,tpl, ,
Osmorhiza claytoniana,Osmorhiza,,0.5,Accepted,Osmorhiza,,Apiaceae,tpl;usda, [Partial match] ,
Osmorhiza claytonii,Osmorhiza claytonii,,1,Synonym,Osmorhiza aristata var. aristata,,Apiaceae,tpl, ,
Osmorhiza sp.,Osmorhiza,,0.9,Accepted,Osmorhiza,,Apiaceae,tpl;usda, ,
Ostrya virginiana,Ostrya virginiana,,1,Accepted,Ostrya virginiana,(Mill.) K.Koch,Betulaceae,tpl, ,
Oxalis sp.,Oxalis,,0.9,Accepted,Oxalis,,Oxalidaceae,tpl, ,
Oxalis stricta,Oxalis stricta,,1,Accepted,Oxalis stricta,L.,Oxalidaceae,tpl;usda;tropicos, ,
Parthenocissus quinquefolia,Parthenocissus quinquefolia,,1,Accepted,Parthenocissus quinquefolia,(L.) Planch.,Vitaceae,tpl;usda;tropicos, ,
Parthenocissus sp.,Parthenocissus,,0.9,Accepted,Parthenocissus,,Vitaceae,tpl;usda, ,
Pastinaca sativa,Pastinaca sativa,,1,Accepted,Pastinaca sativa,L.,Apiaceae,tpl;usda;tropicos, ,
Persicaria coccinea,Persicaria coccinea,,1,Synonym,Persicaria amphibia,(L.) Delarbre,Polygonaceae,tpl, ,
Phalaris arundinacea,Phalaris arundinacea,,1,Accepted,Phalaris arundinacea,L.,Poaceae,tpl;usda;tropicos, ,
Phellodendron amurense,Phellodendron amurense,,1,Accepted,Phellodendron amurense,Rupr.,Rutaceae,tpl;usda;tropicos, ,
Phlox divaricata,Phlox divaricata,,1,Accepted,Phlox divaricata,L.,Polemoniaceae,tpl;usda;tropicos, ,
PHRCAN,Phaca,,0.6,Accepted,Phaca,,Fabaceae,tpl, ,
Phryma leptostachya,Phryma leptostachya,,1,Accepted,Phryma leptostachya,L.,Phrymaceae,tpl;usda;tropicos, ,
Phytolacca americana,Phytolacca americana,,1,Accepted,Phytolacca americana,L.,Phytolaccaceae,tpl;usda;tropicos, ,
Picea abies,Picea abies,,1,Accepted,Picea abies,(L.) H.Karst.,Pinaceae,tpl, ,
Pilea pumila,Pilea pumila,,1,Accepted,Pilea pumila,(L.) A. Gray,Urticaceae,tpl;usda;tropicos, ,
Pinus resinosa,Pinus resinosa,,1,Accepted,Pinus resinosa,Aiton,Pinaceae,tpl;usda, ,
Pinus sp.,Pinus,,0.9,Accepted,Pinus,,Pinaceae,tpl, ,
Plantago lanceolata,Plantago lanceolata,,1,Accepted,Plantago lanceolata,L.,Plantaginaceae,tpl;usda;tropicos, ,
Poa compressa,Poa compressa,,1,Accepted,Poa compressa,L.,Poaceae,tpl;usda;tropicos, ,
Poa pratensis,Poa pratensis,,1,Accepted,Poa pratensis,L.,Poaceae,tpl;usda;tropicos, ,
Poa sp.,Poa,,0.9,Accepted,Poa,,Poaceae,tpl;usda, ,
Podophyllum peltatum,Podophyllum peltatum,,1,Accepted,Podophyllum peltatum,L.,Berberidaceae,tpl;usda;tropicos, ,
POLBIF,Pollia,,0.6,Accepted,Pollia,,Commelinaceae,tpl, ,
Polemonium reptans,Polemonium reptans,,1,Accepted,Polemonium reptans,L.,Polemoniaceae,tpl;usda;tropicos, ,
Polgonatum biflorum,Polygonatum biflorum,,0.99,Accepted,Polygonatum biflorum,(Walter) Elliott,Asparagaceae,tpl;usda;tropicos, ,
Polygonatum biflorum,Polygonatum biflorum,,1,Accepted,Polygonatum biflorum,(Walter) Elliott,Asparagaceae,tpl;usda;tropicos, ,
Polygonum biflorum,Polygonatum biflorum,,0.97,Accepted,Polygonatum biflorum,(Walter) Elliott,Asparagaceae,tpl;usda;tropicos, ,
Polygonum scandens,Polygonum scandens,,1,Synonym,Fallopia scandens,(L.) Holub,Polygonaceae,tpl, ,
Polygonum sp.,Polygonum,,0.9,Accepted,Polygonum,,Polygonaceae,tpl, ,
Polygonum virginianum,Polygonum virginianum,,1,Accepted,Polygonum virginianum,L.,Polygonaceae,tpl;usda;tropicos, ,
Polygonum. Sp.,Polygonum,,0.9,Accepted,Polygonum,,Polygonaceae,tpl, ,
Populus deltoides,Populus deltoides,,1,Accepted,Populus deltoides,Marshall,Salicaceae,tpl, ,
Populus grandidentata,Populus grandidentata,,1,Accepted,Populus grandidentata,Michx.,Salicaceae,tpl;usda;tropicos, ,
Potentilla recta,Potentilla recta,,1,Accepted,Potentilla recta,L.,Rosaceae,tpl;usda;tropicos, ,
Potentilla simplex,Potentilla simplex,,1,Accepted,Potentilla simplex,Michx.,Rosaceae,tpl;usda;tropicos, ,
Prenanthes alba,Prenanthes alba,,1,Synonym,Nabalus albus,(L.) Hook.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:51B513BC-2DE0-44D7-BB79-D5D87E1DC1E3
Prunella vulgaris,Prunella vulgaris,,1,Accepted,Prunella vulgaris,L.,Lamiaceae,tpl;usda;tropicos, ,
Prunus americana,Prunus americana,,1,Accepted,Prunus americana,Marshall,Rosaceae,tpl;usda;tropicos, ,
Prunus serotina,Prunus serotina,,1,Accepted,Prunus serotina,Ehrh.,Rosaceae,tpl;usda;tropicos, ,
Prunus virginiana,Prunus virginiana,,1,Accepted,Prunus virginiana,L.,Rosaceae,tpl;usda;tropicos, ,
Pruser serotina,No suitable matches found.,,0,,,,,, ,
Ptelea trifoliata,Ptelea trifoliata,,1,Accepted,Ptelea trifoliata,L.,Rutaceae,tpl;usda;tropicos, ,
Quercuas alba,Quercus alba,,0.98,Accepted,Quercus alba,L.,Fagaceae,tpl;usda;tropicos, ,
Quercus alb,Quercus alba,,0.94,Accepted,Quercus alba,L.,Fagaceae,tpl;usda;tropicos, ,
Quercus alba,Quercus alba,,1,Accepted,Quercus alba,L.,Fagaceae,tpl;usda;tropicos, ,
Quercus ellipsoidalis,Quercus ellipsoidalis,,1,Accepted,Quercus ellipsoidalis,E.J.Hill,Fagaceae,tpl, ,
Quercus macrocarpa,Quercus macrocarpa,,1,Accepted,Quercus macrocarpa,Michx.,Fagaceae,tpl;usda;tropicos, ,
Quercus rubra,Quercus rubra,,1,Accepted,Quercus rubra,L.,Fagaceae,tpl;usda;tropicos, ,
Quercus sp.,Quercus,,0.9,Accepted,Quercus,,Fagaceae,tpl, ,
Ranunculus abortivus,Ranunculus abortivus,,1,Accepted,Ranunculus abortivus,L.,Ranunculaceae,tpl;usda;tropicos, ,
Ranunculus ficaria,Ranunculus ficaria,,1,Synonym,Ficaria verna,Huds.,Ranunculaceae,tpl, ,
Ranunculus hispidus,Ranunculus hispidus,,1,Accepted,Ranunculus hispidus,Michx.,Ranunculaceae,tpl;usda;tropicos, ,
Ranunculus hispidus v. nitidus,Ranunculus hispidus,,0.9,Accepted,Ranunculus hispidus,Michx.,Ranunculaceae,tpl;usda;tropicos, ,
Ranunculus septentrionalis,Ranunculus septentrionalis,,1,Accepted,Ranunculus septentrionalis,Poir.,Ranunculaceae,tpl;tropicos, ,
Ranunculus sp.,Ranunculus,,0.9,Accepted,Ranunculus,,Ranunculaceae,tpl;usda, ,
Rhamnus cathartica,Rhamnus cathartica,,1,Accepted,Rhamnus cathartica,L.,Rhamnaceae,tpl;usda;tropicos, ,
Rhus radicans,Rhus radicans,,1,Synonym,Toxicodendron radicans,(L.) Kuntze,Anacardiaceae,tpl;tropicos, ,
Ribes missouriense,Ribes missouriense,,1,Accepted,Ribes missouriense,Nutt.,Grossulariaceae,tpl;usda;tropicos, ,
Ribes sp.,Ribes,,0.9,Accepted,Ribes,,Grossulariaceae,tpl;usda, ,
Robinia pseudoacacia,Robinia pseudoacacia,,1,Accepted,Robinia pseudoacacia,,Fabaceae,tpl, ,
Rosa carolina,Rosa carolina,,1,Accepted,Rosa carolina,L.,Rosaceae,tpl;usda;tropicos, ,
Rosa multiflora,Rosa multiflora,,1,Accepted,Rosa multiflora,Thunb.,Rosaceae,tpl;usda;tropicos, ,
Rosa sp.,Rosa,,0.9,Accepted,Rosa,,Rosaceae,tpl;usda, ,
Rubes idaeus strigosus,Rubus idaeus subsp. strigosus,,0.9,Accepted,Rubus idaeus subsp. strigosus,(Michx.) Focke,Rosaceae,tpl, ,
Rubus allegheniensis,Rubus allegheniensis,,1,Accepted,Rubus allegheniensis,Porter,Rosaceae,tpl;usda;tropicos, ,
Rubus hispidus,Rubus hispidus,,1,Accepted,Rubus hispidus,L.,Rosaceae,tpl;usda;tropicos, ,
Rubus idaeus strigosus,Rubus idaeus subsp. strigosus,,0.96,Accepted,Rubus idaeus subsp. strigosus,(Michx.) Focke,Rosaceae,tpl, ,
Rubus occidentalis,Rubus occidentalis,,1,Accepted,Rubus occidentalis,L.,Rosaceae,tpl;usda;tropicos, ,
Rubus pensilvanicus,Rubus pensilvanicus,,1,Accepted,Rubus pensilvanicus,Poir.,Rosaceae,tpl;usda;tropicos, ,
Rubus sp.,Rubus,,0.9,Accepted,Rubus,,Rosaceae,tpl;usda, ,
Rudbeckia hirta,Rudbeckia hirta,,1,Accepted,Rudbeckia hirta,L.,Asteraceae,gcc;usda;tropicos, ,urn:lsid:compositae.org:names:14D180B7-3E38-4452-B033-D5E649D6F7F6
Rumex crispus,Rumex crispus,,1,Accepted,Rumex crispus,L.,Polygonaceae,tpl;usda;tropicos, ,
Rumex sp.,Rumex,,0.9,Accepted,Rumex,,Polygonaceae,tpl;usda, ,
Salix sp.,Salix,,0.9,Accepted,Salix,,Salicaceae,tpl;usda, ,
Sambucus canadensis,Sambucus canadensis,,1,Accepted,Sambucus canadensis,L.,Adoxaceae,tpl;tropicos, ,
Sanguinaria canadensis,Sanguinaria canadensis,,1,Accepted,Sanguinaria canadensis,L.,Papaveraceae,tpl;usda;tropicos, ,
Sanicula gregaria,Sanicula gregaria,,1,Accepted,Sanicula gregaria,E.P. Bicknell,Apiaceae,tpl;tropicos, ,
Sanicula sp.,Sanicula,,0.9,Accepted,Sanicula,,Apiaceae,tpl;usda, ,
Schizachyrium scoparium,Schizachyrium scoparium,,1,Accepted,Schizachyrium scoparium,(Michx.) Nash,Poaceae,tpl;usda;tropicos, ,
Scirpus atrovirens,Scirpus atrovirens,,1,Accepted,Scirpus atrovirens,Willd.,Cyperaceae,tpl;usda;tropicos, ,
Scutellaria lateriflora,Scutellaria lateriflora,,1,Accepted,Scutellaria lateriflora,L.,Lamiaceae,tpl;usda;tropicos, ,
Seedling,No suitable matches found.,,0,,,,,, ,
Seedlings,No suitable matches found.,,0,,,,,, ,
Silphium integrifolium,Silphium integrifolium,,1,Accepted,Silphium integrifolium,Michx.,Asteraceae,gcc;usda;tropicos, ,urn:lsid:compositae.org:names:582A5B57-8E16-412F-A042-A4399CD2FA40
Silphium laciniatum,Silphium laciniatum,,1,Accepted,Silphium laciniatum,L.,Asteraceae,gcc;usda;tropicos, ,urn:lsid:compositae.org:names:3D90A87D-8528-4E5F-A386-6B1FF1840600
Sium suave,Sium suave,,1,Accepted,Sium suave,Walter,Apiaceae,tpl;usda;tropicos, ,
Smilacina racemosa,Smilacina racemosa,,1,Synonym,Maianthemum racemosum,(L.) Link,Asparagaceae,tpl, ,
Smilax illinoensis,Smilax illinoensis,,1,Accepted,Smilax illinoensis,Mangaly,Smilacaceae,tpl;usda;tropicos, ,
Smilax sp.,Smilax,,0.9,Accepted,Smilax,,Smilacaceae,tpl, ,
Smilax tamnoides hispida,Smilax tamnoides var. hispida,,0.96,Synonym,Smilax tamnoides,L.,Smilacaceae,tpl, ,
Solanum dulcamara,Solanum dulcamara,,1,Accepted,Solanum dulcamara,L.,Solanaceae,tpl;usda;tropicos, ,
Solidago altissima,Solidago altissima,,1,Synonym,Solidago canadensis,L.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:B734D161-8EB6-4443-A428-20E34D7DA8EC
Solidago canadensis,Solidago canadensis,,1,Accepted,Solidago canadensis,L.,Asteraceae,gcc;usda;tropicos, ,urn:lsid:compositae.org:names:B734D161-8EB6-4443-A428-20E34D7DA8EC
Solidago flexicaulis,Solidago flexicaulis,,1,Accepted,Solidago flexicaulis,L.,Asteraceae,gcc;usda;tropicos, ,urn:lsid:compositae.org:names:FCBB4948-4FCD-45D2-897E-D6A5745D37FB
Solidago gigantea,Solidago gigantea,,1,Accepted,Solidago gigantea,Aiton,Asteraceae,gcc;usda;tropicos, ,urn:lsid:compositae.org:names:830E56C9-8DEC-4A8C-B9C6-8655463ACDEF
Solidago sp.,Solidago,,0.9,Accepted,Solidago,,Asteraceae,tpl;usda, ,
Solidago ulmifolia,Solidago ulmifolia,,1,Accepted,Solidago ulmifolia,Hook.,Asteraceae,gcc, [Ambiguous match] ,urn:lsid:compositae.org:names:A6A5A9AC-CF74-4533-9449-27EAB1146809
Solidago. Sp.,Solidago,,0.9,Accepted,Solidago,,Asteraceae,tpl;usda, ,
Sonchus arvensis,Sonchus arvensis,,1,Accepted,Sonchus arvensis,L.,Asteraceae,gcc;usda;tropicos, ,urn:lsid:compositae.org:names:9ECA6031-FEB2-4687-9E3E-5A7DB69641D6
Sonchus sp.,Sonchus,,0.9,No opinion,,,,tpl, ,
Sparganium eurycarpum,Sparganium eurycarpum,,1,Accepted,Sparganium eurycarpum,Engelm.,Typhaceae,tpl;usda;tropicos, ,
Stylophorum diphyllum,Stylophorum diphyllum,,1,Accepted,Stylophorum diphyllum,(Michx.) Nutt.,Papaveraceae,tpl;usda;tropicos, ,
SYMLAT,Symea,,0.6,No opinion,,,,tpl, ,
Symphyothrichum,Symphyotrichum,,0.98,Accepted,Symphyotrichum,Nees,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:8A1DD401-35B0-4D3C-948E-5CA1D113F9F2
Symphyotrichim lateriflorus,Symphyotrichum lateriflorum,,0.97,Accepted,Symphyotrichum lateriflorum,(L.) ç.Lšve & D.Lšve,Asteraceae,gcc, ,urn:lsid:compositae.org:names:FABA6C06-F343-4CEC-AF2B-17DFE6A11170
Symphyotrichum drummondii,Symphyotrichum drummondii,,1,Accepted,Symphyotrichum drummondii,(Lindl.) G.L.Nesom,Asteraceae,gcc, ,urn:lsid:compositae.org:names:7E92236A-AF44-4120-8AEE-A4E040BA893F
Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,,1,Accepted,Symphyotrichum lanceolatum,(Willd.) G.L.Nesom,Asteraceae,gcc, ,urn:lsid:compositae.org:names:F3743A58-9A8C-4827-A19E-B4CB2CAAF3B1
Symphyotrichum lateriflorum,Symphyotrichum lateriflorum,,1,Accepted,Symphyotrichum lateriflorum,(L.) ç.Lšve & D.Lšve,Asteraceae,gcc, ,urn:lsid:compositae.org:names:FABA6C06-F343-4CEC-AF2B-17DFE6A11170
Symphyotrichum novae-angliae,Symphyotrichum novae-angliae,,1,Accepted,Symphyotrichum novae-angliae,(L.) G.L.Nesom,Asteraceae,gcc, ,urn:lsid:compositae.org:names:BFC967B5-5C07-4F49-A561-66D9BF32C1EB
Symphyotrichum pilosum,Symphyotrichum pilosum,,1,Accepted,Symphyotrichum pilosum,(Willd.) G.L.Nesom,Asteraceae,gcc, ,urn:lsid:compositae.org:names:B8851780-07FE-4029-8726-66EFF3A4DCE4
Symphyotrichum shortii,Symphyotrichum shortii,,1,Accepted,Symphyotrichum shortii,(Lindl.) G.L.Nesom,Asteraceae,gcc, ,urn:lsid:compositae.org:names:7E7882FC-95AC-439F-A4BF-A43E23C22D8D
Symphyotrichum sp.,Symphyotrichum,,0.9,Accepted,Symphyotrichum,Nees,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:8A1DD401-35B0-4D3C-948E-5CA1D113F9F2
Taraxacum officinale,Taraxacum officinale,,1,Synonym,Taraxacum campylodes,G.E.Haglund,Asteraceae,gcc, ,urn:lsid:compositae.org:names:47A19BF1-900A-43C4-BD2D-5C163EAB7E75
Teucrium canadense,Teucrium canadense,,1,Accepted,Teucrium canadense,L.,Lamiaceae,tpl;usda;tropicos, ,
Thalictrum dioicum,Thalictrum dioicum,,1,Accepted,Thalictrum dioicum,L.,Ranunculaceae,tpl;usda;tropicos, ,
Thelypteris palustris,Thelypteris palustris,,1,Synonym,Thelypteris confluens,(Thunb.) C.V. Morton,Thelypteridaceae,tpl, ,
Tilia americana,Tilia americana,,1,Accepted,Tilia americana,L.,Malvaceae,tpl;usda;tropicos, ,
Toralos sp.,Torilis,,0.59,Accepted,Torilis,,Apiaceae,tpl;usda, ,
Torilis japonica,Torilis japonica,,1,Accepted,Torilis japonica,(Houtt.) DC.,Apiaceae,tpl;usda;tropicos, ,
Toxicodendron radicans,Toxicodendron radicans,,1,Accepted,Toxicodendron radicans,(L.) Kuntze,Anacardiaceae,tpl;usda;tropicos, ,
Toxicondendron radicans,Toxicodendron radicans,,0.99,Accepted,Toxicodendron radicans,(L.) Kuntze,Anacardiaceae,tpl;usda;tropicos, ,
Tragopogon sp.,Tragopogon,,0.9,No opinion,,,,tpl, ,
Trifolium pratense,Trifolium pratense,,1,No opinion,,,,tpl, ,
Trifolium repens,Trifolium repens,,1,Accepted,Trifolium repens,,Fabaceae,tpl, ,
Trillium grandiflorum,Trillium grandiflorum,,1,Accepted,Trillium grandiflorum,(Michx.) Salisb.,Melanthiaceae,tpl;usda;tropicos, ,
Trillium recurvatum,Trillium recurvatum,,1,Accepted,Trillium recurvatum,L.C.Beck,Melanthiaceae,tpl, ,
Typha latifolia,Typha latifolia,,1,Accepted,Typha latifolia,L.,Typhaceae,tpl;usda;tropicos, ,
Ulmus americana,Ulmus americana,,1,Accepted,Ulmus americana,L.,Ulmaceae,tpl;usda;tropicos, ,
Ulmus pumila,Ulmus pumila,,1,Accepted,Ulmus pumila,L.,Ulmaceae,tpl;usda;tropicos, ,
Ulmus rubra,Ulmus rubra,,1,Accepted,Ulmus rubra,Muhl.,Ulmaceae,tpl;usda;tropicos, ,
Ulmus sp.,Ulmus,,0.9,Accepted,Ulmus,,Ulmaceae,tpl;usda, ,
Unidentified,No suitable matches found.,,0,,,,,, ,
Unidentified composite,No suitable matches found.,,0,,,,,, ,
Unidentified forb,No suitable matches found.,,0,,,,,, ,
Unidentified grass,No suitable matches found.,,0,,,,,, ,
Unidentified legume,No suitable matches found.,,0,,,,,, ,
Unidentified seedling,No suitable matches found.,,0,,,,,, ,
Unidentified shrub,No suitable matches found.,,0,,,,,, ,
Unidentified sp.,No suitable matches found.,,0,,,,,, ,
Unidentified vine,No suitable matches found.,,0,,,,,, ,
Unk. composite,No suitable matches found.,,0,,,,,, ,
Unk. Composite,No suitable matches found.,,0,,,,,, ,
Unk. Forb,No suitable matches found.,,0,,,,,, ,
Unk. grass,No suitable matches found.,,0,,,,,, ,
Unk. Grass,No suitable matches found.,,0,,,,,, ,
Unk. seedling,No suitable matches found.,,0,,,,,, ,
Unk. Seedling,No suitable matches found.,,0,,,,,, ,
Unk. Seedlings,No suitable matches found.,,0,,,,,, ,
Unk. Shrub,No suitable matches found.,,0,,,,,, ,
Unk. Snag,No suitable matches found.,,0,,,,,, ,
Unk. Sp.,No suitable matches found.,,0,,,,,, ,
Unk. Vine,No suitable matches found.,,0,,,,,, ,
Unknown,No suitable matches found.,,0,,,,,, ,
Urtica dioica,Urtica dioica,,1,Accepted,Urtica dioica,L.,Urticaceae,tpl;usda;tropicos, ,
Uvularia grandiflora,Uvularia grandiflora,,1,Accepted,Uvularia grandiflora,Sm.,Colchicaceae,tpl;usda;tropicos, ,
Verbesina alternifolia,Verbesina alternifolia,,1,Accepted,Verbesina alternifolia,(L.) Britton ex Kearney,Asteraceae,gcc;usda;tropicos, ,urn:lsid:compositae.org:names:DA9F7876-616E-41B8-9E50-B2ACDC944AFE
Vernonia altissima,Vernonia altissima,,1,Synonym,Vernonia gigantea,(Walt.) trelease ex Branner & Coville,Asteraceae,gcc, ,urn:lsid:compositae.org:names:08926C1E-B369-470B-8800-702F19BEAAAD
Veronica sp.,Veronica,,0.9,Accepted,Veronica,,Plantaginaceae,tpl, ,
Veronicastrum virginicum,Veronicastrum virginicum,,1,Accepted,Veronicastrum virginicum,(L.) Farw.,Plantaginaceae,tpl;usda;tropicos, ,
Viburnum dentatum,Viburnum dentatum,,1,Accepted,Viburnum dentatum,L.,Adoxaceae,tpl;usda;tropicos, ,
Viburnum lentago,Viburnum lentago,,1,Accepted,Viburnum lentago,L.,Adoxaceae,tpl;usda;tropicos, ,
Viburnum opulus,Viburnum opulus,,1,Accepted,Viburnum opulus,L.,Adoxaceae,tpl;usda;tropicos, ,
Viburnum prunifolium,Viburnum prunifolium,,1,Accepted,Viburnum prunifolium,L.,Adoxaceae,tpl;usda;tropicos, ,
Viburnum sp.,Viburnum,,0.9,Accepted,Viburnum,,Adoxaceae,tpl, ,
Vine seedling,Vignea,,0.4,No opinion,,,,tpl, [Partial match] ,
Viola missouriensis,Viola missouriensis,,1,Synonym,Viola sororia var. missouriensis,(Greene) L.E. McKinney,Violaceae,tpl, ,
Viola pubescens,Viola pubescens,,1,Accepted,Viola pubescens,Aiton,Violaceae,tpl;usda;tropicos, ,
Viola sororia,Viola sororia,,1,Accepted,Viola sororia,Willd.,Violaceae,tpl;usda;tropicos, ,
Viola sp.,Viola,,0.9,Accepted,Viola,,Violaceae,tpl, ,
Vitis riparia,Vitis riparia,,1,Synonym,Vitis vulpina,L.,Vitaceae,tpl, ,
Vitis sp.,Vitis,,0.9,Accepted,Vitis,,Vitaceae,tpl, ,
Weather station,No suitable matches found.,,0,,,,,, ,